customer_id,application_date,age,region,segment,employment_years,annual_income,existing_loans,credit_utilization,debt_to_income,late_payments_12m,payment_history_score,loan_amount,loan_term_months,interest_rate,default_flag,predicted_prob
CUST201909,2026-02-15,26,South,Retail,1,32000,3,0.387,0.23,2,669,7500,24,13.79,0,0.956
CUST201910,2024-10-13,24,North,Small Business,4,118000,4,0.381,0.24,0,747,28000,48,7.9,0,0.569
CUST201911,2024-08-28,24,South,Small Business,4,70000,2,0.199,0.11,4,630,8000,36,15.95,0,0.975
CUST201912,2025-06-07,29,West,Small Business,13,51996,5,0.645,0.38,3,603,20000,36,11.5,1,0.992
CUST201913,2026-06-24,25,Central,Small Business,9,150000,2,0.152,0.05,0,761,8200,24,5.79,0,0.197
CUST201914,2024-11-21,24,East,Retail,5,60000,2,0.266,0.12,0,773,7000,24,7.14,0,0.454
CUST201915,2024-09-24,26,North,Retail,10,32400,4,0.54,0.31,4,629,10000,36,11.5,1,0.994
CUST201916,2025-07-16,24,Central,Retail,3,97000,2,0.178,0.07,4,653,6400,24,15.96,0,0.962
CUST201917,2024-09-16,28,Central,Retail,1,84000,6,0.164,0.04,4,627,3000,24,15.99,1,0.967
CUST201918,2024-12-26,23,East,Student,2,30000,2,0.482,0.27,0,726,8000,36,12.42,0,0.832
CUST201919,2026-05-10,23,West,Retail,5,37500,2,0.166,0.05,0,750,1800,36,8.94,0,0.42
CUST201920,2026-03-13,31,South,Retail,3,36000,9,0.353,0.17,0,758,6000,12,8.9,0,0.639
CUST201921,2025-11-09,22,North,Student,2,64000,4,0.664,0.39,0,713,25000,48,11.83,0,0.907
CUST201922,2025-12-17,26,West,Student,7,85900,4,0.419,0.23,0,712,20000,48,11.5,0,0.701
CUST201923,2024-10-31,23,South,Retail,5,74000,2,0.674,0.35,0,603,25975,48,11.5,1,0.933
CUST201924,2025-08-15,31,West,Student,11,70000,7,0.185,0.03,1,760,2000,24,7.4,0,0.49
CUST201925,2025-03-05,24,West,Retail,6,50793,4,0.183,0.1,0,761,5000,24,6.62,0,0.398
CUST201926,2025-04-21,23,West,Retail,3,74000,2,0.558,0.34,0,703,25000,60,10.36,1,0.849
CUST201927,2025-10-30,28,Central,Retail,12,266000,10,0.075,0.03,0,775,9000,24,5.42,0,0.068
CUST201928,2025-05-01,23,West,Student,1,48000,4,0.33,0.21,0,666,10000,12,12.84,0,0.771
CUST201929,2025-12-20,22,North,Retail,2,40000,3,0.274,0.17,0,716,7000,24,11.99,0,0.662
CUST201930,2025-07-12,28,North,Retail,1,125000,5,0.14,0.03,2,654,4000,24,13.35,0,0.777
CUST201931,2025-02-05,22,East,Small Business,5,43000,3,0.229,0.08,0,720,3500,12,11.49,0,0.544
CUST201932,2025-12-11,33,Central,Small Business,5,58000,5,0.495,0.25,0,724,14400,60,9.91,0,0.775
CUST201933,2026-06-13,23,South,Student,4,85000,3,0.123,0.04,0,760,3000,36,6.03,0,0.279
CUST201934,2024-09-09,32,West,Retail,7,70000,5,0.29,0.14,0,729,10000,36,9.88,0,0.543
CUST201935,2026-05-09,22,Central,Small Business,5,51000,3,0.612,0.31,0,760,16000,48,7.9,0,0.821
CUST201936,2025-08-23,25,South,Retail,9,85000,4,0.471,0.28,0,722,24000,48,10.99,0,0.735
CUST201937,2025-12-09,27,Central,Retail,2,42000,8,0.325,0.16,0,746,6550,24,7.88,0,0.613
CUST201938,2026-04-14,23,West,Student,6,80000,4,0.166,0.11,0,771,9000,24,7.49,0,0.343
CUST201939,2026-04-25,22,West,Retail,5,8000,2,0.534,0.26,0,752,2100,12,7.51,1,0.813
CUST201940,2026-04-30,33,West,Retail,6,43200,7,0.394,0.26,0,749,11350,60,7.88,0,0.692
CUST201941,2024-10-13,25,West,Premium,9,100000,3,0.116,0.05,0,718,4800,36,10.65,0,0.321
CUST201942,2025-11-07,25,East,Premium,5,57600,2,0.351,0.14,0,767,8000,12,7.66,0,0.55
CUST201943,2025-06-04,25,North,Retail,5,65000,3,0.164,0.08,0,715,5200,12,9.99,0,0.448
CUST201944,2024-07-31,32,South,Retail,2,131000,5,0.231,0.09,0,718,11200,36,10.25,0,0.413
CUST201945,2025-05-16,25,South,Retail,9,64000,2,0.415,0.23,0,729,14400,48,9.62,0,0.683
CUST201946,2024-10-24,30,North,Retail,2,42000,7,0.223,0.12,1,705,5000,36,11.5,0,0.762
CUST201947,2026-06-27,32,North,Retail,13,108000,7,0.234,0.08,0,625,8400,36,15.99,1,0.565
CUST201948,2025-01-14,29,North,Retail,6,21996,7,0.693,0.39,3,627,8500,36,14.11,1,0.995
CUST201949,2026-04-26,27,South,Retail,2,35000,10,0.371,0.17,0,754,6000,36,9.32,0,0.667
CUST201950,2025-12-26,27,South,Small Business,2,51600,6,0.539,0.27,2,676,13800,36,13.57,1,0.969
CUST201951,2025-04-24,40,East,Retail,1,49788,16,0.173,0.03,0,758,1500,24,9.32,0,0.41
CUST201952,2025-11-01,32,Central,Premium,17,114000,5,0.1,0.05,0,724,6000,36,10.37,0,0.246
CUST201953,2026-06-13,40,West,Retail,8,540600,11,0.23,0.06,2,617,35000,48,15.99,1,0.263
CUST201954,2024-08-10,27,East,Premium,1,34928,5,0.575,0.33,1,569,11500,60,16,1,0.977
CUST201955,2025-10-21,29,North,Student,5,100000,9,0.269,0.12,0,660,12025,60,13.49,0,0.603
CUST201956,2024-10-22,21,South,Student,5,52000,4,0.316,0.17,1,717,9000,24,11.83,0,0.801
CUST201957,2024-08-06,33,East,Student,2,35000,10,0.291,0.17,0,760,6000,24,5.42,0,0.562
CUST201958,2025-08-18,28,East,Retail,3,31000,9,0.289,0.19,0,627,6000,24,15.33,0,0.804
CUST201959,2025-11-11,22,South,Student,6,70000,3,0.699,0.42,0,606,29100,84,15.99,1,0.955
CUST201960,2025-09-05,47,Central,Small Business,1,31400,16,0.403,0.21,0,757,6500,12,9.32,0,0.716
CUST201961,2026-03-24,28,Central,Small Business,1,25000,9,0.371,0.2,0,769,5000,12,7.51,0,0.669
CUST201962,2026-01-12,23,East,Student,7,32400,3,0.523,0.31,1,753,10000,24,8.49,1,0.894
CUST201963,2026-02-28,27,Central,Retail,11,37000,9,0.632,0.4,0,764,14700,36,5.99,1,0.84
CUST201964,2026-01-02,39,West,Small Business,2,52000,11,0.16,0.09,0,720,4500,12,11.99,0,0.505
CUST201965,2025-12-11,22,Central,Student,1,30000,3,0.671,0.4,0,724,12000,60,10.99,1,0.923
CUST201966,2025-04-12,39,Central,Retail,22,60000,12,0.105,0.07,0,721,4000,36,10.59,0,0.313
CUST201967,2024-12-11,30,East,Retail,14,62496,8,0.105,0.05,0,721,3200,12,11.5,0,0.348
CUST201968,2024-09-13,28,North,Premium,2,57408,6,0.232,0.08,0,714,4800,36,11.99,0,0.553
CUST201969,2026-03-08,22,North,Retail,2,43000,4,0.405,0.2,4,666,8500,36,12.09,0,0.988
CUST201970,2025-11-30,33,East,Small Business,7,55000,10,0.167,0.06,0,701,3500,36,10.65,0,0.468
CUST201971,2025-06-25,22,North,Retail,1,30000,4,0.575,0.33,0,670,10000,12,12.53,1,0.914
CUST201972,2024-10-24,25,South,Premium,9,300000,3,0.212,0.06,1,555,18000,60,16.45,0,0.522
CUST201973,2026-02-05,26,North,Premium,5,44000,4,0.333,0.19,0,755,8475,12,6.91,0,0.596
CUST201974,2026-04-07,32,West,Retail,3,106000,7,0.256,0.09,0,761,10000,24,11.5,0,0.426
CUST201975,2024-12-21,23,North,Small Business,4,50400,3,0.47,0.22,0,771,11200,48,7.42,0,0.692
CUST201976,2025-12-09,23,West,Retail,4,59000,3,0.446,0.24,0,748,14400,48,8.9,0,0.713
CUST201977,2025-09-12,24,Central,Retail,5,20485,4,0.43,0.27,0,774,5575,12,7.9,0,0.729
CUST201978,2024-10-25,25,South,Student,5,110000,3,0.227,0.1,0,762,10800,48,6.92,0,0.345
CUST201979,2026-01-15,23,West,Small Business,5,160000,3,0.35,0.22,0,757,35000,48,7.66,0,0.442
CUST201980,2025-07-10,26,West,Premium,5,140000,3,0.226,0.09,4,605,13050,48,14.59,0,0.964
CUST201981,2025-10-28,24,North,Retail,5,50000,3,0.518,0.25,0,755,12500,36,7.88,0,0.753
CUST201982,2025-01-21,28,Central,Retail,6,65000,5,0.602,0.34,0,623,22000,36,15.65,0,0.924
CUST201983,2026-02-01,44,West,Retail,5,37000,13,0.211,0.09,3,669,3500,36,12.87,0,0.94
CUST201984,2026-04-06,22,West,Premium,5,28000,3,0.151,0.04,4,606,1000,24,16.29,1,0.977
CUST201985,2025-10-02,26,East,Premium,3,65000,4,0.291,0.18,0,724,12000,36,10.99,0,0.617
CUST201986,2024-09-30,26,South,Premium,9,80500,3,0.337,0.14,0,721,11000,36,12.53,0,0.589
CUST201987,2025-02-24,32,East,Premium,16,120000,10,0.082,0.05,0,719,5600,36,10.75,0,0.24
CUST201988,2024-10-01,24,West,Premium,8,80004,3,0.189,0.07,0,755,6000,36,6.17,0,0.332
CUST201989,2026-03-12,26,East,Small Business,6,100000,4,0.311,0.14,0,651,14000,36,13.85,0,0.654
CUST201990,2026-01-09,26,North,Retail,2,41004,2,0.226,0.07,0,718,3000,36,11.14,0,0.555
CUST201991,2026-04-19,23,East,Student,4,120000,4,0.23,0.07,2,628,8000,12,14.61,0,0.855
CUST201992,2025-04-06,32,Central,Retail,2,22884,7,0.144,0.05,0,651,1200,12,13.22,0,0.617
CUST201993,2025-05-05,48,North,Retail,19,19632,12,0.189,0.1,4,659,2000,36,13.47,0,0.966
CUST201994,2025-08-27,34,North,Retail,4,75000,7,0.378,0.19,0,709,14000,60,12.69,0,0.697
CUST201995,2024-08-04,37,West,Premium,17,39600,17,0.316,0.15,0,756,6000,12,11.5,0,0.545
CUST201996,2025-08-29,32,Central,Retail,5,129000,10,0.313,0.16,1,727,20000,48,11.5,0,0.685
CUST201997,2025-05-18,28,West,Retail,12,33400,5,0.845,0.5,1,773,16700,36,7.66,0,0.966
CUST201998,2024-11-10,30,East,Small Business,5,22800,8,0.534,0.31,0,761,7000,36,7.51,0,0.81
CUST201999,2025-11-25,23,East,Retail,1,20000,4,0.362,0.16,0,770,3200,36,7.14,0,0.643
CUST202000,2025-04-09,33,Central,Premium,6,53000,6,0.262,0.13,0,676,6700,12,13.49,0,0.652
CUST202001,2025-07-14,24,Central,Retail,8,40000,2,0.391,0.25,0,715,10000,12,9.88,0,0.733
CUST202002,2026-01-12,22,Central,Student,1,26004,4,0.333,0.19,0,748,5000,12,5.42,0,0.64
CUST202003,2024-10-16,32,Central,Retail,4,75000,8,0.243,0.07,0,715,5000,36,9.99,0,0.492
CUST202004,2024-10-13,26,East,Retail,10,50000,3,0.635,0.38,0,701,18950,36,11.5,1,0.893
CUST202005,2024-08-06,32,South,Student,3,44500,5,0.642,0.34,1,748,15000,60,7.51,0,0.929
CUST202006,2024-10-01,30,East,Retail,11,40000,5,0.514,0.25,0,709,10000,36,10.65,0,0.8
CUST202007,2026-06-11,24,West,Retail,1,100000,4,0.281,0.1,3,676,10200,60,12.99,0,0.934
CUST202008,2024-12-18,22,South,Retail,6,56004,3,0.281,0.11,0,729,6000,12,11.86,0,0.568
CUST202009,2025-07-26,42,East,Retail,6,75000,15,0.479,0.23,0,754,17000,48,7.9,0,0.681
CUST202010,2026-07-11,35,Central,Small Business,2,37000,8,0.224,0.05,1,717,2000,24,11.26,0,0.722
CUST202011,2025-09-22,41,West,Small Business,3,55000,15,0.119,0.03,0,768,1500,12,5.99,0,0.308
CUST202012,2026-04-22,32,South,Retail,8,108000,9,0.294,0.14,0,726,15000,36,10,0,0.482
CUST202013,2026-05-16,23,West,Retail,5,17688,3,0.207,0.1,0,701,1700,36,11.11,0,0.601
CUST202014,2025-07-25,27,West,Retail,11,57504,8,0.581,0.3,0,718,17000,48,12.18,1,0.835
CUST202015,2024-09-25,27,Central,Retail,5,130000,7,0.243,0.12,0,768,15000,36,11.5,0,0.376
CUST202016,2025-10-20,25,North,Small Business,7,62400,2,0.575,0.32,0,705,20000,36,11.48,1,0.852
CUST202017,2026-03-03,22,South,Retail,6,87000,2,0.394,0.17,0,717,15000,48,10.62,0,0.64
CUST202018,2026-01-02,25,Central,Student,2,60000,2,0.618,0.33,0,719,20000,48,11.5,1,0.878
CUST202019,2026-04-26,38,West,Student,5,37500,16,0.485,0.32,4,669,12000,36,13.47,1,0.993
CUST202020,2025-07-06,23,West,Student,5,56004,4,0.389,0.18,0,675,10000,12,13.61,0,0.762
CUST202021,2026-05-23,31,East,Retail,13,23000,9,0.321,0.2,0,773,4500,12,5.79,0,0.547
CUST202022,2025-10-24,26,Central,Retail,5,85000,4,0.178,0.09,1,728,8000,12,11.5,0,0.616
CUST202023,2024-10-07,29,Central,Small Business,5,240000,8,0.163,0.04,0,756,10000,24,8.49,0,0.147
CUST202024,2026-06-30,30,West,Premium,5,70000,6,0.455,0.21,4,675,15000,60,12.73,0,0.987
CUST202025,2025-03-14,25,Central,Retail,5,37200,3,0.402,0.19,0,708,7000,24,12.42,0,0.756
CUST202026,2026-02-12,25,South,Retail,9,45000,3,0.462,0.27,0,703,12000,48,9.62,0,0.782
CUST202027,2025-12-10,22,Central,Small Business,5,45500,4,0.412,0.22,0,774,10000,36,5.99,0,0.636
CUST202028,2025-05-12,25,West,Retail,2,27600,4,0.422,0.25,1,716,7000,36,9.76,0,0.888
CUST202029,2025-06-26,31,North,Retail,3,741600,6,0.053,0.02,0,712,12000,36,10.25,0,0.006
CUST202030,2026-06-30,29,South,Retail,2,36100,10,0.642,0.39,0,676,14000,48,14.27,0,0.937
CUST202031,2024-10-29,30,South,Retail,5,85000,10,0.32,0.12,3,661,10000,36,13.16,0,0.948
CUST202032,2024-09-01,25,East,Retail,7,75600,3,0.356,0.2,3,661,15000,36,12.68,0,0.961
CUST202033,2024-09-14,25,West,Retail,9,88000,3,0.467,0.23,0,628,20000,36,17.58,1,0.837
CUST202034,2025-07-24,26,North,Premium,1,50200,3,0.328,0.18,1,748,9000,24,7.66,0,0.772
CUST202035,2024-12-31,29,North,Small Business,13,48000,9,0.364,0.15,0,750,7000,24,8.49,0,0.566
CUST202036,2026-04-14,31,North,Retail,15,176600,7,0.089,0.02,3,654,3500,36,11.5,0,0.743
CUST202037,2025-01-01,29,West,Small Business,11,110000,10,0.307,0.11,0,729,12000,36,10.37,0,0.453
CUST202038,2024-10-24,27,Central,Retail,1,67000,7,0.167,0.04,0,660,2800,36,13.04,0,0.549
CUST202039,2025-06-08,31,East,Premium,7,351699,9,0.059,0.03,1,608,10500,36,15.7,0,0.256
CUST202040,2025-12-22,32,West,Retail,2,35000,5,0.273,0.16,0,703,5500,12,11.49,0,0.674
CUST202041,2025-10-19,31,Central,Small Business,13,125004,8,0.424,0.19,0,702,24000,48,9.25,0,0.579
CUST202042,2024-08-06,22,East,Retail,5,23900,2,0.615,0.38,0,714,9000,24,11.5,1,0.907
CUST202043,2024-12-22,25,North,Retail,5,36000,4,0.336,0.16,0,758,5600,36,7.49,0,0.595
CUST202044,2025-06-03,28,East,Premium,2,76000,9,0.364,0.2,4,670,15000,60,12.73,0,0.983
CUST202045,2024-08-18,33,Central,Retail,12,57800,6,0.301,0.12,1,749,7000,36,6.99,0,0.656
CUST202046,2024-08-22,26,South,Student,2,39000,4,0.08,0.05,0,662,2000,24,12.98,0,0.525
CUST202047,2024-10-01,31,East,Premium,9,78000,10,0.209,0.06,1,761,5000,36,5.79,0,0.507
CUST202048,2026-06-01,25,South,Small Business,2,52000,4,0.224,0.12,4,653,6000,36,12.87,0,0.975
CUST202049,2024-11-04,21,East,Small Business,1,30000,4,0.435,0.2,0,661,6000,36,13.16,1,0.842
CUST202050,2025-06-22,38,Central,Retail,5,53052,13,0.328,0.15,0,714,8000,24,11.5,0,0.651
CUST202051,2026-02-26,45,North,Premium,5,19368,15,0.559,0.35,3,601,6700,36,12.92,1,0.993
CUST202052,2026-03-21,23,East,Retail,6,65000,2,0.161,0.09,0,714,6000,36,10.65,0,0.454
CUST202053,2026-03-18,22,East,Student,6,74476,4,0.139,0.07,0,753,5000,12,8.49,1,0.341
CUST202054,2026-04-20,29,North,Retail,3,59000,7,0.27,0.1,0,727,6000,36,10.37,0,0.552
CUST202055,2025-06-27,24,West,Premium,2,105000,3,0.244,0.13,0,748,13800,48,7.66,0,0.424
CUST202056,2024-11-21,25,West,Retail,5,36000,3,0.421,0.28,1,725,10000,12,11.11,0,0.884
CUST202057,2025-03-18,33,East,Retail,13,56000,6,0.331,0.21,0,766,12000,48,6.62,0,0.524
CUST202058,2025-02-24,22,West,Retail,5,42500,4,0.3,0.12,2,669,5000,36,12.98,0,0.911
CUST202059,2025-11-17,31,South,Retail,2,70550,8,0.357,0.19,0,612,16000,36,17.49,1,0.826
CUST202060,2026-05-04,23,North,Student,6,79200,4,0.163,0.1,0,765,8000,36,7.88,0,0.347
CUST202061,2024-08-10,29,North,Retail,1,100000,6,0.192,0.1,0,664,10000,12,14.79,0,0.564
CUST202062,2026-03-30,23,West,Retail,2,86000,2,0.338,0.17,0,774,15000,48,6.03,0,0.502
CUST202063,2024-10-09,26,South,Student,2,238000,4,0.165,0.11,0,709,25000,60,9.25,1,0.229
CUST202064,2025-11-19,32,North,Retail,5,25200,5,0.47,0.24,2,612,6000,24,16.49,1,0.976
CUST202065,2025-07-28,25,South,Retail,5,22000,3,0.585,0.34,0,558,7500,24,11.5,0,0.948
CUST202066,2026-03-21,25,West,Retail,6,28000,3,0.162,0.04,0,753,1000,12,7.51,0,0.402
CUST202067,2024-07-19,26,North,Premium,9,48500,3,0.473,0.27,0,764,13000,60,7.29,0,0.705
CUST202068,2025-10-07,26,North,Retail,9,70000,2,0.476,0.24,2,656,16525,60,13.92,0,0.953
CUST202069,2025-05-29,44,West,Student,2,55000,11,0.242,0.09,0,761,5000,12,7.51,0,0.462
CUST202070,2024-12-02,25,North,Retail,9,110000,2,0.418,0.18,0,764,20000,60,7.88,0,0.522
CUST202071,2026-05-07,28,Central,Retail,12,61000,5,0.441,0.2,0,769,12000,36,6.03,0,0.589
CUST202072,2025-07-02,24,Central,Premium,5,70000,4,0.326,0.21,0,652,14400,60,12.23,0,0.732
CUST202073,2026-06-14,24,North,Retail,5,45888,3,0.449,0.2,0,749,9000,24,5.79,0,0.678
CUST202074,2026-05-17,25,South,Retail,6,150000,4,0.069,0.03,3,663,5000,12,13.16,0,0.808
CUST202075,2024-12-20,29,North,Student,3,120000,7,0.213,0.13,0,773,15000,36,6.91,0,0.335
CUST202076,2026-06-12,32,East,Student,16,30000,6,0.476,0.23,0,769,7000,24,6.99,0,0.668
CUST202077,2024-10-10,24,East,Student,6,108000,4,0.248,0.08,0,701,8800,12,10.99,0,0.464
CUST202078,2025-05-08,43,West,Small Business,5,51600,11,0.087,0.03,0,722,1500,24,11.86,0,0.392
CUST202079,2026-03-03,21,South,Retail,5,121352,4,0.14,0.06,0,666,7750,36,11.5,0,0.404
CUST202080,2025-01-02,26,Central,Student,10,95000,3,0.346,0.18,0,710,17000,48,11.49,0,0.594
CUST202081,2024-12-11,33,South,Retail,17,62050,8,0.408,0.27,2,618,20000,36,11.5,1,0.944
CUST202082,2026-06-05,21,Central,Retail,5,75000,2,0.523,0.27,4,658,20000,48,13.11,0,0.991
CUST202083,2026-02-02,49,West,Retail,5,86400,17,0.092,0.05,0,677,4000,24,11.5,0,0.404
CUST202084,2025-06-25,24,East,Premium,1,74000,2,0.357,0.14,0,619,10000,24,14.54,1,0.78
CUST202085,2025-10-30,24,West,Small Business,5,142000,2,0.212,0.05,1,747,7500,24,7.88,0,0.461
CUST202086,2024-10-19,39,North,Retail,3,32400,16,0.352,0.22,0,701,7000,12,11.5,0,0.755
CUST202087,2026-06-24,23,North,Small Business,1,78000,4,0.129,0.04,0,712,3500,12,9.96,0,0.402
CUST202088,2025-04-11,25,East,Premium,9,85000,3,0.128,0.07,0,774,5750,12,7.29,0,0.27
CUST202089,2026-01-05,22,West,Small Business,2,42000,2,0.318,0.21,0,757,9000,12,7.66,0,0.622
CUST202090,2026-02-06,29,West,Retail,2,23000,7,0.363,0.22,0,702,5000,36,11.5,0,0.776
CUST202091,2025-07-14,24,Central,Retail,2,48720,2,0.165,0.03,4,659,1500,24,14.35,0,0.965
CUST202092,2025-06-11,22,North,Small Business,6,40000,2,0.273,0.12,0,764,4750,24,11.5,0,0.546
CUST202093,2025-08-18,22,East,Retail,2,35000,2,0.328,0.2,4,528,7000,24,18.09,1,0.994
CUST202094,2025-05-02,27,Central,Premium,4,120000,10,0.392,0.21,3,603,25000,48,16.07,0,0.973
CUST202095,2026-06-14,38,South,Retail,2,20640,16,0.391,0.17,4,658,3500,12,12.61,0,0.989
CUST202096,2025-06-30,30,North,Student,6,55000,6,0.697,0.39,3,615,21250,48,15.7,0,0.995
CUST202097,2024-08-07,25,Central,Student,5,30000,2,0.356,0.23,3,580,7000,24,11.5,1,0.982
CUST202098,2026-04-05,22,East,Retail,123,59000,3,0.909,0.59,4,610,35000,84,16.02,1,0.989
CUST202099,2026-03-27,32,Central,Retail,13,45489,5,0.692,0.4,3,673,18250,48,12.73,0,0.991
CUST202100,2025-02-25,24,North,Premium,5,78600,4,0.264,0.16,2,600,12800,48,14.11,1,0.923
CUST202101,2025-08-20,26,South,Retail,5,54996,4,0.191,0.07,0,748,4000,36,7.51,0,0.41
CUST202102,2024-10-24,25,Central,Retail,4,103000,2,0.534,0.28,0,771,29175,84,11.5,0,0.728
CUST202103,2025-01-18,26,West,Retail,10,190000,2,0.293,0.13,0,716,25000,36,9.25,0,0.338
CUST202104,2025-08-26,24,East,Retail,8,75000,2,0.392,0.22,0,718,16500,36,12.18,0,0.688
CUST202105,2024-08-13,22,North,Retail,5,54000,2,0.243,0.13,0,711,7000,24,10.65,0,0.57
CUST202106,2025-12-04,37,North,Retail,1,50000,16,0.305,0.16,0,677,8000,36,11.5,0,0.707
CUST202107,2025-09-11,26,East,Small Business,10,39996,3,0.31,0.18,3,660,7000,36,13.57,0,0.962
CUST202108,2025-09-30,23,North,Retail,5,27000,2,0.691,0.37,0,729,10000,24,11.5,1,0.916
CUST202109,2026-03-22,27,Central,Small Business,2,103000,7,0.176,0.05,0,759,5000,12,9.32,0,0.335
CUST202110,2025-03-24,36,North,Premium,5,34000,17,0.454,0.24,0,559,8000,12,17.74,1,0.92
CUST202111,2026-03-12,23,South,Retail,2,23760,2,0.193,0.12,0,707,2800,24,11.5,0,0.606
CUST202112,2025-02-02,21,East,Retail,5,44000,2,0.305,0.19,0,711,8500,36,11.49,1,0.674
CUST202113,2026-06-24,25,East,Retail,5,20000,4,0.269,0.15,0,713,3100,24,11.71,0,0.663
CUST202114,2026-05-15,24,West,Retail,6,53000,4,0.149,0.09,0,614,5000,24,15.62,1,0.644
CUST202115,2026-05-28,24,North,Retail,5,12000,3,0.498,0.33,4,661,4000,12,13.8,1,0.995
CUST202116,2025-02-13,28,North,Premium,1,61500,8,0.117,0.07,0,728,4000,36,10.95,0,0.428
CUST202117,2025-09-20,27,West,Retail,12,65000,9,0.193,0.08,2,676,5000,24,13.99,0,0.831
CUST202118,2025-08-10,23,West,Small Business,2,75000,3,0.522,0.26,0,568,19600,48,15.13,0,0.912
CUST202119,2024-10-02,32,East,Premium,4,55000,6,0.515,0.28,2,571,15250,60,16.35,0,0.982
CUST202120,2025-02-13,23,North,Retail,6,51000,2,0.573,0.34,3,626,17500,60,14.09,1,0.991
CUST202121,2025-12-16,22,East,Retail,6,68000,2,0.292,0.15,0,754,10000,24,7.49,0,0.502
CUST202122,2024-08-19,29,East,Small Business,9,28000,6,0.492,0.3,0,730,8400,12,11.48,0,0.817
CUST202123,2024-12-20,31,East,Small Business,15,38000,7,0.619,0.38,0,760,14400,48,8.94,1,0.835
CUST202124,2024-12-05,29,East,Student,5,38000,6,0.387,0.21,0,775,8000,24,8.59,0,0.649
CUST202125,2026-05-20,38,Central,Retail,6,24000,16,0.197,0.06,0,759,1500,24,6.03,0,0.424
CUST202126,2025-02-06,24,West,Small Business,5,13288,2,0.395,0.18,1,611,2400,12,17.27,1,0.937
CUST202127,2025-04-30,23,East,Small Business,1,54000,2,0.605,0.37,0,706,20000,48,11.83,1,0.898
CUST202128,2025-08-25,25,Central,Retail,5,79000,4,0.276,0.11,0,760,9000,36,6.76,0,0.437
CUST202129,2024-12-11,22,West,Retail,3,42996,4,0.284,0.11,0,679,4800,36,11.03,0,0.66
CUST202130,2024-08-19,24,North,Small Business,4,12000,3,0.411,0.21,0,702,2500,12,12.69,1,0.809
CUST202131,2024-09-11,25,West,Retail,6,109000,2,0.283,0.15,0,762,16000,48,6.03,0,0.402
CUST202132,2024-11-08,24,South,Small Business,3,20004,4,0.331,0.15,0,680,3000,36,11.5,0,0.746
CUST202133,2025-06-22,28,East,Retail,2,30000,7,0.372,0.17,0,749,5200,36,5.42,0,0.643
CUST202134,2025-01-14,22,Central,Retail,1,40000,4,0.539,0.3,0,677,12000,60,13.22,0,0.891
CUST202135,2025-08-13,29,South,Student,5,42108,5,0.206,0.06,1,774,2500,36,8,0,0.594
CUST202136,2026-01-11,32,North,Retail,7,73000,7,0.222,0.13,0,749,9600,36,7.9,0,0.433
CUST202137,2025-12-19,23,West,Retail,3,65000,4,0.181,0.11,0,750,7000,24,7.9,0,0.424
CUST202138,2024-09-21,26,East,Student,5,25000,2,0.458,0.24,1,747,6000,36,8,0,0.866
CUST202139,2025-05-06,41,North,Retail,17,55000,17,0.274,0.16,0,770,9000,36,5.99,0,0.416
CUST202140,2025-07-10,25,West,Retail,4,50000,2,0.207,0.12,0,753,6000,36,6.76,0,0.453
CUST202141,2025-02-26,34,South,Small Business,18,130000,6,0.213,0.12,0,768,16000,48,6.03,0,0.242
CUST202142,2026-04-15,28,Central,Student,13,80000,10,0.538,0.26,0,727,21000,36,11.36,0,0.752
CUST202143,2025-02-10,25,Central,Retail,3,52000,2,0.311,0.12,0,763,6000,36,9.32,0,0.55
CUST202144,2025-08-22,26,North,Premium,10,80000,4,0.245,0.09,0,771,7000,36,6.03,0,0.352
CUST202145,2025-04-11,25,East,Student,4,137400,2,0.105,0.02,0,654,3000,24,13.06,1,0.365
CUST202146,2025-04-13,32,Central,Retail,4,29962,7,0.537,0.27,0,716,8000,24,12.53,0,0.856
CUST202147,2024-12-23,22,North,Retail,5,26000,4,0.572,0.35,0,661,9000,36,12.73,1,0.916
CUST202148,2024-12-10,22,North,Student,1,40000,4,0.296,0.17,0,719,7000,36,11.14,0,0.671
CUST202149,2024-07-25,26,North,Retail,1,14040,2,0.516,0.34,0,709,4750,24,10.25,1,0.882
CUST202150,2025-10-25,22,Central,Small Business,5,36021,3,0.681,0.42,0,721,15000,48,11.5,1,0.922
CUST202151,2025-02-10,32,East,Retail,5,65004,6,0.421,0.2,1,674,13000,60,12.53,0,0.876
CUST202152,2025-11-03,39,Central,Small Business,1,34000,16,0.276,0.15,0,729,5200,24,9.76,0,0.629
CUST202153,2025-08-04,22,West,Premium,3,33000,4,0.285,0.18,0,727,6000,12,11.5,1,0.663
CUST202154,2025-01-29,34,Central,Retail,8,56400,9,0.456,0.21,0,746,12100,60,5.79,0,0.66
CUST202155,2025-06-12,26,West,Retail,3,33000,3,0.518,0.3,0,705,10000,36,11.71,0,0.861
CUST202156,2025-03-30,23,North,Student,5,60000,4,0.444,0.27,3,670,16000,60,14.27,0,0.979
CUST202157,2026-06-15,22,Central,Small Business,6,48000,2,0.263,0.1,0,713,5000,24,11.5,0,0.578
CUST202158,2025-03-04,29,North,Small Business,1,36000,10,0.587,0.33,0,724,12000,48,12.21,1,0.887
CUST202159,2024-10-21,24,East,Student,5,48720,3,0.434,0.21,2,660,10000,24,13.85,0,0.953
